81,13.5,Peshawar Zalmi,Haris Sohail,Kamran Akmal,Amad Butt,2.0,0.0,2.0,Dubai International Cricket Stadium,135.0,Islamabad United,190.0
82,13.6,Peshawar Zalmi,Haris Sohail,Kamran Akmal,Amad Butt,1.0,0.0,2.0,Dubai International Cricket Stadium,136.0,Islamabad United,190.0
83,14.1,Peshawar Zalmi,Haris Sohail,Kamran Akmal,Saeed Ajmal,1.0,0.0,2.0,Dubai International Cricket Stadium,137.0,Islamabad United,190.0
84,14.2,Peshawar Zalmi,Kamran Akmal,Haris Sohail,Saeed Ajmal,6.0,0.0,2.0,Dubai International Cricket Stadium,143.0,Islamabad United,190.0
85,14.3,Peshawar Zalmi,Kamran Akmal,Haris Sohail,Saeed Ajmal,0.0,0.0,2.0,Dubai International Cricket Stadium,143.0,Islamabad United,190.0
86,14.4,Peshawar Zalmi,Kamran Akmal,Haris Sohail,Saeed Ajmal,4.0,0.0,2.0,Dubai International Cricket Stadium,147.0,Islamabad United,190.0
87,14.5,Peshawar Zalmi,Kamran Akmal,Haris Sohail,Saeed Ajmal,1.0,0.0,2.0,Dubai International Cricket Stadium,148.0,Islamabad United,190.0
88,14.6,Peshawar Zalmi,Haris Sohail,Kamran Akmal,Saeed Ajmal,1.0,0.0,2.0,Dubai International Cricket Stadium,149.0,Islamabad United,190.0
89,15.1,Peshawar Zalmi,Haris Sohail,Kamran Akmal,Mohammad Sami,0.0,0.0,2.0,Dubai International Cricket Stadium,149.0,Islamabad United,190.0
90,15.2,Peshawar Zalmi,Haris Sohail,Kamran Akmal,Mohammad Sami,1.0,0.0,2.0,Dubai International Cricket Stadium,150.0,Islamabad United,190.0
91,15.3,Peshawar Zalmi,Kamran Akmal,Haris Sohail,Mohammad Sami,0.0,0.0,3.0,Dubai International Cricket Stadium,150.0,Islamabad United,190.0
92,15.4,Peshawar Zalmi,DJG Sammy,Haris Sohail,Mohammad Sami,0.0,0.0,3.0,Dubai International Cricket Stadium,150.0,Islamabad United,190.0
93,15.5,Peshawar Zalmi,DJG Sammy,Haris Sohail,Mohammad Sami,0.0,0.0,3.0,Dubai International Cricket Stadium,150.0,Islamabad United,190.0
94,15.6,Peshawar Zalmi,DJG Sammy,Haris Sohail,Mohammad Sami,1.0,0.0,3.0,Dubai International Cricket Stadium,151.0,Islamabad United,190.0
95,16.1,Peshawar Zalmi,DJG Sammy,Haris Sohail,Mohammad Irfan,0.0,0.0,3.0,Dubai International Cricket Stadium,151.0,Islamabad United,190.0
96,16.2,Peshawar Zalmi,DJG Sammy,Haris Sohail,Mohammad Irfan,6.0,0.0,3.0,Dubai International Cricket Stadium,157.0,Islamabad United,190.0
97,16.3,Peshawar Zalmi,DJG Sammy,Haris Sohail,Mohammad Irfan,0.0,0.0,3.0,Dubai International Cricket Stadium,157.0,Islamabad United,190.0
98,16.4,Peshawar Zalmi,DJG Sammy,Haris Sohail,Mohammad Irfan,0.0,0.0,4.0,Dubai International Cricket Stadium,157.0,Islamabad United,190.0
99,16.5,Peshawar Zalmi,Shahid Afridi,Haris Sohail,Mohammad Irfan,1.0,0.0,4.0,Dubai International Cricket Stadium,158.0,Islamabad United,190.0
100,16.6,Peshawar Zalmi,Haris Sohail,Shahid Afridi,Mohammad Irfan,0.0,4.0,4.0,Dubai International Cricket Stadium,162.0,Islamabad United,190.0
101,17.1,Peshawar Zalmi,Shahid Afridi,Haris Sohail,SR Watson,2.0,0.0,4.0,Dubai International Cricket Stadium,164.0,Islamabad United,190.0
102,17.2,Peshawar Zalmi,Shahid Afridi,Haris Sohail,SR Watson,1.0,0.0,4.0,Dubai International Cricket Stadium,165.0,Islamabad United,190.0
103,17.3,Peshawar Zalmi,Haris Sohail,Shahid Afridi,SR Watson,1.0,0.0,4.0,Dubai International Cricket Stadium,166.0,Islamabad United,190.0
104,17.4,Peshawar Zalmi,Shahid Afridi,Haris Sohail,SR Watson,0.0,1.0,4.0,Dubai International Cricket Stadium,167.0,Islamabad United,190.0
105,17.5,Peshawar Zalmi,Shahid Afridi,Haris Sohail,SR Watson,0.0,0.0,5.0,Dubai International Cricket Stadium,167.0,Islamabad United,190.0
106,17.6,Peshawar Zalmi,Haris Sohail,Iftikhar Ahmed,SR Watson,0.0,0.0,6.0,Dubai International Cricket Stadium,167.0,Islamabad United,190.0
107,17.7,Peshawar Zalmi,CJ Jordan,Iftikhar Ahmed,SR Watson,1.0,0.0,6.0,Dubai International Cricket Stadium,168.0,Islamabad United,190.0
108,18.1,Peshawar Zalmi,CJ Jordan,Iftikhar Ahmed,Mohammad Sami,0.0,0.0,6.0,Dubai International Cricket Stadium,168.0,Islamabad United,190.0
